"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT296169","hsa","hsa","hsa-miR-125b-1-3p","PRNP","0","0","0","0","1","0","0","0","1","2"
"MIRT396655","hsa","hsa","hsa-miR-125b-1-3p","S1PR1","1","1","1","0","0","0","0","0","3","1"
"MIRT438121","hsa","hsa","hsa-miR-125b-1-3p","TACSTD2","1","0","0","0","0","0","0","0","1","1"
"MIRT471972","hsa","hsa","hsa-miR-125b-1-3p","NR3C1","0","0","0","0","1","0","0","1","2","1"
"MIRT525744","hsa","hsa","hsa-miR-125b-1-3p","SOD2","0","0","0","0","1","0","0","0","1","1"
"MIRT618279","hsa","hsa","hsa-miR-125b-1-3p","ZNF682","0","0","0","0","1","0","0","0","1","2"
"MIRT621081","hsa","hsa","hsa-miR-125b-1-3p","WDR12","0","0","0","0","1","0","0","0","1","1"
"MIRT631422","hsa","hsa","hsa-miR-125b-1-3p","CDNF","0","0","0","0","1","0","0","0","1","1"
"MIRT638948","hsa","hsa","hsa-miR-125b-1-3p","BMPR2","0","0","0","0","1","0","0","0","1","1"
"MIRT643871","hsa","hsa","hsa-miR-125b-1-3p","COX20","0","0","0","0","1","0","0","0","1","1"
"MIRT702756","hsa","hsa","hsa-miR-125b-1-3p","IGF1R","0","0","0","0","1","0","0","0","1","1"
"MIRT719928","hsa","hsa","hsa-miR-125b-1-3p","ART4","0","0","0","0","1","0","0","0","1","1"
"MIRT732256","hsa","hsa","hsa-miR-125b-1-3p","SGPL1","1","1","1","0","0","0","0","0","3","1"
"MIRT4896928","hsa","hsa","hsa-miR-125b-1-3p","ART4","0","0","0","0","0","0","0","1","1","0"
"MIRT4929146","hsa","hsa","hsa-miR-125b-1-3p","IGF1R","0","0","0","0","0","0","0","1","1","0"
"MIRT4944970","hsa","hsa","hsa-miR-125b-1-3p","ZNF682","0","0","0","0","0","0","0","1","1","0"
"MIRT5029257","hsa","hsa","hsa-miR-125b-1-3p","BMPR2","0","0","0","0","0","0","0","1","1","0"
"MIRT5056786","hsa","hsa","hsa-miR-125b-1-3p","ZNF682","0","0","0","0","0","0","0","1","1","0"
"MIRT5057385","hsa","hsa","hsa-miR-125b-1-3p","COX20","0","0","0","0","0","0","0","1","1","0"
"MIRT5075688","hsa","hsa","hsa-miR-125b-1-3p","BMPR2","0","0","0","0","0","0","0","1","1","0"
"MIRT5103403","hsa","hsa","hsa-miR-125b-1-3p","CDNF","0","0","0","0","0","0","0","1","1","0"
"MIRT5137659","hsa","hsa","hsa-miR-125b-1-3p","WDR12","0","0","0","0","0","0","0","1","1","0"
"MIRT5142459","hsa","hsa","hsa-miR-125b-1-3p","ZNF682","0","0","0","0","0","0","0","1","1","0"
"MIRT5296692","hsa","hsa","hsa-miR-125b-1-3p","PRNP","0","0","0","0","0","0","0","1","1","0"
"MIRT5404310","hsa","hsa","hsa-miR-125b-1-3p","SOD2","0","0","0","0","0","0","0","1","1","0"
"MIRT5412948","hsa","hsa","hsa-miR-125b-1-3p","PRNP","0","0","0","0","0","0","0","1","1","0"
"MIRT5435922","hsa","hsa","hsa-miR-125b-1-3p","PRNP","0","0","0","0","0","0","0","1","1","0"
"MIRT5497498","hsa","hsa","hsa-miR-125b-1-3p","NR3C1","0","0","0","0","0","0","0","1","1","0"
