"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT006563","hsa","hsa","hsa-miR-30a-5p","DTL","1","1","1","0","0","0","0","0","3","1"
"MIRT006319","hsa","hsa","hsa-miR-30a-5p","SMAD1","1","1","0","0","0","0","0","0","2","1"
"MIRT001946","hsa","hsa","hsa-miR-30a-5p","BDNF","1","0","0","0","0","0","1","0","2","1"
"MIRT002876","hsa","hsa","hsa-miR-30a-5p","NOTCH1","1","1","1","1","0","0","1","0","5","2"
"MIRT004509","hsa","hsa","hsa-miR-30a-5p","BECN1","1","0","0","0","1","0","1","0","3","2"
"MIRT004785","hsa","hsa","hsa-miR-30a-5p","TNRC6A","1","0","0","0","1","0","1","0","3","3"
"MIRT005120","hsa","hsa","hsa-miR-30a-5p","HNRNPM","0","0","0","0","0","1","1","0","2","1"
"MIRT005121","hsa","hsa","hsa-miR-30a-5p","ELMOD2","0","0","0","0","0","1","1","0","2","1"
"MIRT005122","hsa","hsa","hsa-miR-30a-5p","TNFRSF10B","0","0","0","0","1","1","1","0","3","2"
"MIRT005123","hsa","hsa","hsa-miR-30a-5p","ITGA2","0","0","0","0","0","1","1","0","2","1"
"MIRT005124","hsa","hsa","hsa-miR-30a-5p","TMEM87A","0","0","0","0","0","1","1","0","2","1"
"MIRT005125","hsa","hsa","hsa-miR-30a-5p","IDH1","0","0","0","0","0","1","1","0","2","1"
"MIRT005126","hsa","hsa","hsa-miR-30a-5p","SEC62","0","0","0","0","0","1","1","0","2","1"
"MIRT005127","hsa","hsa","hsa-miR-30a-5p","CHD1","0","0","0","0","1","1","1","0","3","2"
"MIRT005128","hsa","hsa","hsa-miR-30a-5p","JUN","0","0","0","0","0","1","1","0","2","1"
"MIRT005129","hsa","hsa","hsa-miR-30a-5p","SLC4A10","0","0","0","0","0","1","1","0","2","1"
"MIRT005130","hsa","hsa","hsa-miR-30a-5p","NT5E","0","0","0","0","0","1","1","0","2","1"
"MIRT005131","hsa","hsa","hsa-miR-30a-5p","LMNB2","0","0","0","0","0","1","1","0","2","1"
"MIRT005132","hsa","hsa","hsa-miR-30a-5p","SLC4A7","0","0","0","0","1","1","1","0","3","2"
"MIRT005133","hsa","hsa","hsa-miR-30a-5p","TMEM41B","0","0","0","0","0","1","1","0","2","1"
"MIRT005134","hsa","hsa","hsa-miR-30a-5p","CPNE8","0","0","0","0","0","1","1","0","2","1"
"MIRT005135","hsa","hsa","hsa-miR-30a-5p","MBNL1","1","0","0","0","0","1","1","0","3","2"
"MIRT005136","hsa","hsa","hsa-miR-30a-5p","KDELC2","0","0","0","0","0","1","1","0","2","1"
"MIRT005137","hsa","hsa","hsa-miR-30a-5p","ATP2A2","0","0","0","0","1","1","1","0","3","2"
"MIRT005138","hsa","hsa","hsa-miR-30a-5p","TMEM59","0","0","0","0","0","1","1","0","2","1"
"MIRT005139","hsa","hsa","hsa-miR-30a-5p","TMED10","0","0","0","0","0","1","1","0","2","1"
"MIRT005140","hsa","hsa","hsa-miR-30a-5p","TMED3","0","0","0","0","0","1","1","0","2","1"
"MIRT005141","hsa","hsa","hsa-miR-30a-5p","SLC38A1","0","0","0","0","0","1","1","0","2","1"
"MIRT005142","hsa","hsa","hsa-miR-30a-5p","NUFIP2","0","0","0","0","0","1","1","0","2","1"
"MIRT005143","hsa","hsa","hsa-miR-30a-5p","IFRD1","0","0","0","0","0","1","1","0","2","1"
"MIRT005144","hsa","hsa","hsa-miR-30a-5p","PEX11B","0","0","0","0","0","1","1","0","2","1"
"MIRT005145","hsa","hsa","hsa-miR-30a-5p","SLC7A11","0","0","0","0","0","1","1","0","2","1"
"MIRT005146","hsa","hsa","hsa-miR-30a-5p","SLC9A3R2","0","0","0","0","0","1","1","0","2","1"
"MIRT005147","hsa","hsa","hsa-miR-30a-5p","GPD2","0","0","0","0","0","1","1","0","2","1"
"MIRT005148","hsa","hsa","hsa-miR-30a-5p","NAPG","0","0","0","0","1","1","1","0","3","2"
"MIRT005149","hsa","hsa","hsa-miR-30a-5p","PTGFRN","0","0","0","0","0","1","1","0","2","1"
"MIRT005150","hsa","hsa","hsa-miR-30a-5p","GALNT7","0","0","0","0","0","1","1","0","2","1"
"MIRT005151","hsa","hsa","hsa-miR-30a-5p","NCEH1","0","0","0","0","0","1","1","0","2","1"
"MIRT005152","hsa","hsa","hsa-miR-30a-5p","SEC23A","0","0","0","0","0","1","1","0","2","1"
"MIRT005153","hsa","hsa","hsa-miR-30a-5p","PBRM1","0","0","0","0","1","1","1","0","3","2"
"MIRT005154","hsa","hsa","hsa-miR-30a-5p","MLLT11","0","0","0","0","0","1","1","0","2","1"
"MIRT005155","hsa","hsa","hsa-miR-30a-5p","GALNT1","0","0","0","0","1","1","1","0","3","2"
"MIRT005156","hsa","hsa","hsa-miR-30a-5p","DPY19L1","0","0","0","0","0","1","1","0","2","1"
"MIRT005157","hsa","hsa","hsa-miR-30a-5p","C1D","0","0","0","0","0","1","1","0","2","1"
"MIRT005158","hsa","hsa","hsa-miR-30a-5p","LTN1","0","0","0","0","0","1","1","0","2","1"
"MIRT005159","hsa","hsa","hsa-miR-30a-5p","NPR3","0","0","0","0","0","1","1","0","2","1"
"MIRT005160","hsa","hsa","hsa-miR-30a-5p","SLC38A2","0","0","0","0","0","1","1","0","2","1"
"MIRT005161","hsa","hsa","hsa-miR-30a-5p","PTPRK","0","0","0","0","0","1","1","0","2","1"
"MIRT005162","hsa","hsa","hsa-miR-30a-5p","WNT5A","0","0","0","0","0","1","1","0","2","1"
"MIRT005163","hsa","hsa","hsa-miR-30a-5p","G3BP1","0","0","0","0","0","1","1","0","2","1"
"MIRT005164","hsa","hsa","hsa-miR-30a-5p","TWF1","0","0","0","0","1","1","1","0","3","2"
"MIRT005165","hsa","hsa","hsa-miR-30a-5p","ATRX","0","0","0","0","0","1","1","0","2","1"
"MIRT005166","hsa","hsa","hsa-miR-30a-5p","STMN1","0","0","0","0","0","1","1","0","2","1"
"MIRT005167","hsa","hsa","hsa-miR-30a-5p","MET","0","0","0","0","0","1","1","0","2","1"
"MIRT005168","hsa","hsa","hsa-miR-30a-5p","P4HA2","0","0","0","0","0","1","1","0","2","1"
"MIRT005169","hsa","hsa","hsa-miR-30a-5p","LRRC8C","0","0","0","0","0","1","1","0","2","1"
"MIRT005170","hsa","hsa","hsa-miR-30a-5p","MPDU1","0","0","0","0","0","1","1","0","2","1"
"MIRT005171","hsa","hsa","hsa-miR-30a-5p","THEM4","0","0","0","0","0","1","1","0","2","1"
"MIRT005172","hsa","hsa","hsa-miR-30a-5p","RAD23B","0","0","0","0","1","1","1","0","3","2"
"MIRT005173","hsa","hsa","hsa-miR-30a-5p","CNPY4","0","0","0","0","0","1","1","0","2","1"
"MIRT005174","hsa","hsa","hsa-miR-30a-5p","KRT85","0","0","0","0","0","1","1","0","2","1"
"MIRT005175","hsa","hsa","hsa-miR-30a-5p","PGM1","0","0","0","0","0","1","1","0","2","1"
"MIRT005176","hsa","hsa","hsa-miR-30a-5p","SLC12A4","0","0","0","0","0","1","1","0","2","1"
"MIRT005177","hsa","hsa","hsa-miR-30a-5p","PTRH1","0","0","0","0","0","1","1","0","2","1"
"MIRT005178","hsa","hsa","hsa-miR-30a-5p","CDCP1","0","0","0","0","0","1","1","0","2","1"
"MIRT005179","hsa","hsa","hsa-miR-30a-5p","ADPGK","0","0","0","0","0","1","1","0","2","1"
"MIRT005180","hsa","hsa","hsa-miR-30a-5p","PPP3R1","0","0","0","0","0","1","1","0","2","1"
"MIRT005181","hsa","hsa","hsa-miR-30a-5p","GNAI2","0","0","0","0","1","1","1","0","3","2"
"MIRT005182","hsa","hsa","hsa-miR-30a-5p","LRRFIP1","0","0","0","0","0","1","1","0","2","1"
"MIRT005183","hsa","hsa","hsa-miR-30a-5p","PAFAH1B2","0","0","0","0","0","1","1","0","2","1"
"MIRT005184","hsa","hsa","hsa-miR-30a-5p","NT5C3","0","0","0","0","0","1","1","0","2","1"
"MIRT005185","hsa","hsa","hsa-miR-30a-5p","TMCO1","0","0","0","0","0","1","1","0","2","1"
