"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT007283","hsa","hsa","hsa-miR-30b-3p","RORC","1","0","0","0","0","0","0","0","1","1"
"MIRT038651","hsa","hsa","hsa-miR-30b-3p","RNPS1","0","0","0","0","1","0","0","0","1","1"
"MIRT038652","hsa","hsa","hsa-miR-30b-3p","MYBBP1A","0","0","0","0","1","0","0","0","1","1"
"MIRT038653","hsa","hsa","hsa-miR-30b-3p","CXXC4","0","0","0","0","1","0","0","0","1","1"
"MIRT074335","hsa","hsa","hsa-miR-30b-3p","TNRC6A","0","0","0","0","1","0","0","0","1","1"
"MIRT100693","hsa","hsa","hsa-miR-30b-3p","TJAP1","0","0","0","0","1","0","0","0","1","1"
"MIRT115513","hsa","hsa","hsa-miR-30b-3p","MAZ","0","0","0","0","1","0","0","0","1","1"
"MIRT124964","hsa","hsa","hsa-miR-30b-3p","XIAP","0","0","0","0","1","0","0","0","1","2"
"MIRT139874","hsa","hsa","hsa-miR-30b-3p","BTF3L4","0","0","0","0","1","0","0","0","1","3"
"MIRT177156","hsa","hsa","hsa-miR-30b-3p","ARL5B","0","0","0","0","1","0","0","0","1","2"
"MIRT187979","hsa","hsa","hsa-miR-30b-3p","MBD6","0","0","0","0","1","0","0","0","1","1"
"MIRT207392","hsa","hsa","hsa-miR-30b-3p","MAT2A","0","0","0","0","1","0","0","0","1","3"
"MIRT241914","hsa","hsa","hsa-miR-30b-3p","DYRK2","0","0","0","0","1","0","0","0","1","1"
"MIRT260095","hsa","hsa","hsa-miR-30b-3p","KLHL21","0","0","0","0","1","0","0","0","1","1"
"MIRT260343","hsa","hsa","hsa-miR-30b-3p","XRCC6","0","0","0","0","1","0","0","0","1","3"
"MIRT266406","hsa","hsa","hsa-miR-30b-3p","RPRD2","0","0","0","0","1","0","0","0","1","1"
"MIRT294636","hsa","hsa","hsa-miR-30b-3p","ZNF548","0","0","0","0","1","0","0","0","1","1"
"MIRT351023","hsa","hsa","hsa-miR-30b-3p","PLEKHB2","0","0","0","0","1","0","0","0","1","1"
"MIRT379933","hsa","hsa","hsa-miR-30b-3p","PRRG4","0","0","0","0","1","0","0","0","1","1"
"MIRT398968","hsa","hsa","hsa-miR-30b-3p","KAT7","0","0","0","0","1","0","0","0","1","1"
"MIRT441464","hsa","hsa","hsa-miR-30b-3p","BEST3","0","0","0","0","1","0","0","1","2","1"
"MIRT446749","hsa","hsa","hsa-miR-30b-3p","ZNF491","0","0","0","0","1","0","0","0","1","1"
"MIRT449222","hsa","hsa","hsa-miR-30b-3p","RAD51B","0","0","0","0","1","0","0","0","1","1"
"MIRT450622","hsa","hsa","hsa-miR-30b-3p","AQR","0","0","0","0","1","0","0","0","1","1"
"MIRT451089","hsa","hsa","hsa-miR-30b-3p","ZNF584","0","0","0","0","1","0","0","0","1","1"
"MIRT451557","hsa","hsa","hsa-miR-30b-3p","CIAPIN1","0","0","0","0","1","0","0","0","1","1"
"MIRT451735","hsa","hsa","hsa-miR-30b-3p","CES3","0","0","0","0","1","0","0","0","1","1"
"MIRT452410","hsa","hsa","hsa-miR-30b-3p","QDPR","0","0","0","0","1","0","0","0","1","1"
"MIRT452558","hsa","hsa","hsa-miR-30b-3p","ZFP69B","0","0","0","0","1","0","0","0","1","1"
"MIRT452850","hsa","hsa","hsa-miR-30b-3p","LAX1","0","0","0","0","1","0","0","0","1","1"
"MIRT452921","hsa","hsa","hsa-miR-30b-3p","DISC1","0","0","0","0","1","0","0","0","1","1"
"MIRT453042","hsa","hsa","hsa-miR-30b-3p","TANGO2","0","0","0","0","1","0","0","0","1","2"
"MIRT453096","hsa","hsa","hsa-miR-30b-3p","HOXC4","0","0","0","0","1","0","0","0","1","1"
"MIRT453296","hsa","hsa","hsa-miR-30b-3p","ZNF394","0","0","0","0","1","0","0","0","1","1"
"MIRT453592","hsa","hsa","hsa-miR-30b-3p","ZNF557","0","0","0","0","1","0","0","0","1","1"
"MIRT453786","hsa","hsa","hsa-miR-30b-3p","KBTBD12","0","0","0","0","1","0","0","0","1","1"
"MIRT453985","hsa","hsa","hsa-miR-30b-3p","CECR1","0","0","0","0","1","0","0","0","1","1"
"MIRT454082","hsa","hsa","hsa-miR-30b-3p","TMEM209","0","0","0","0","1","0","0","0","1","1"
"MIRT454651","hsa","hsa","hsa-miR-30b-3p","FBXL18","0","0","0","0","1","0","0","0","1","1"
"MIRT454752","hsa","hsa","hsa-miR-30b-3p","PFKFB3","0","0","0","0","1","0","0","0","1","1"
"MIRT455310","hsa","hsa","hsa-miR-30b-3p","TTLL9","0","0","0","0","1","0","0","0","1","1"
"MIRT456467","hsa","hsa","hsa-miR-30b-3p","SERAC1","0","0","0","0","1","0","0","0","1","1"
"MIRT456552","hsa","hsa","hsa-miR-30b-3p","TOMM20","0","0","0","0","1","0","0","0","1","1"
"MIRT456715","hsa","hsa","hsa-miR-30b-3p","TMEM239","0","0","0","0","1","0","0","0","1","2"
"MIRT456795","hsa","hsa","hsa-miR-30b-3p","SIGLEC14","0","0","0","0","1","0","0","0","1","1"
"MIRT457486","hsa","hsa","hsa-miR-30b-3p","SLC35F6","0","0","0","0","1","0","0","0","1","1"
"MIRT457998","hsa","hsa","hsa-miR-30b-3p","MRPL12","0","0","0","0","1","0","0","0","1","1"
"MIRT458129","hsa","hsa","hsa-miR-30b-3p","TLCD2","0","0","0","0","1","0","0","0","1","1"
"MIRT459026","hsa","hsa","hsa-miR-30b-3p","ZNF490","0","0","0","0","1","0","0","0","1","2"
"MIRT459118","hsa","hsa","hsa-miR-30b-3p","FADS6","0","0","0","0","1","0","0","0","1","1"
"MIRT459314","hsa","hsa","hsa-miR-30b-3p","HAVCR2","0","0","0","0","1","0","0","0","1","1"
"MIRT459384","hsa","hsa","hsa-miR-30b-3p","MPLKIP","0","0","0","0","1","0","0","0","1","1"
"MIRT459411","hsa","hsa","hsa-miR-30b-3p","FAM83B","0","0","0","0","1","0","0","0","1","1"
"MIRT459973","hsa","hsa","hsa-miR-30b-3p","RFT1","0","0","0","0","1","0","0","0","1","1"
"MIRT460479","hsa","hsa","hsa-miR-30b-3p","FAM105A","0","0","0","0","1","0","0","0","1","3"
"MIRT460585","hsa","hsa","hsa-miR-30b-3p","FEM1A","0","0","0","0","1","0","0","0","1","1"
"MIRT460921","hsa","hsa","hsa-miR-30b-3p","NOA1","0","0","0","0","1","0","0","0","1","2"
"MIRT461071","hsa","hsa","hsa-miR-30b-3p","OPA3","0","0","0","0","1","0","0","0","1","1"
"MIRT461589","hsa","hsa","hsa-miR-30b-3p","DPH2","0","0","0","0","1","0","0","0","1","1"
"MIRT461853","hsa","hsa","hsa-miR-30b-3p","ZNF317","0","0","0","0","1","0","0","0","1","1"
"MIRT462175","hsa","hsa","hsa-miR-30b-3p","ACADL","0","0","0","0","1","0","0","0","1","1"
"MIRT462447","hsa","hsa","hsa-miR-30b-3p","GCDH","0","0","0","0","1","0","0","0","1","1"
"MIRT462727","hsa","hsa","hsa-miR-30b-3p","EFNB1","0","0","0","0","1","0","0","0","1","1"
"MIRT463853","hsa","hsa","hsa-miR-30b-3p","WNT7B","0","0","0","0","1","0","0","0","1","1"
"MIRT464309","hsa","hsa","hsa-miR-30b-3p","UST","0","0","0","0","1","0","0","0","1","1"
"MIRT464814","hsa","hsa","hsa-miR-30b-3p","UBE2B","0","0","0","0","1","0","0","0","1","1"
"MIRT466072","hsa","hsa","hsa-miR-30b-3p","TMEM184C","0","0","0","0","1","0","0","0","1","1"
"MIRT466513","hsa","hsa","hsa-miR-30b-3p","TBXA2R","0","0","0","0","1","0","0","0","1","1"
"MIRT467071","hsa","hsa","hsa-miR-30b-3p","SRRD","0","0","0","0","1","0","0","0","1","1"
"MIRT469550","hsa","hsa","hsa-miR-30b-3p","RARA","0","0","0","0","1","0","0","0","1","1"
"MIRT469740","hsa","hsa","hsa-miR-30b-3p","RAB2B","0","0","0","0","1","0","0","0","1","1"
"MIRT470758","hsa","hsa","hsa-miR-30b-3p","PNPLA6","0","0","0","0","1","0","0","0","1","1"
"MIRT470874","hsa","hsa","hsa-miR-30b-3p","PLXND1","0","0","0","0","1","0","0","0","1","1"
"MIRT470975","hsa","hsa","hsa-miR-30b-3p","PITPNA","0","0","0","0","1","0","0","0","1","1"
"MIRT471047","hsa","hsa","hsa-miR-30b-3p","PIM3","0","0","0","0","1","0","0","0","1","1"
"MIRT471214","hsa","hsa","hsa-miR-30b-3p","PHAX","0","0","0","0","1","0","0","0","1","1"
"MIRT471245","hsa","hsa","hsa-miR-30b-3p","PGM2L1","0","0","0","0","1","0","0","0","1","1"
"MIRT471285","hsa","hsa","hsa-miR-30b-3p","PGAM4","0","0","0","0","1","0","0","0","1","1"
"MIRT471466","hsa","hsa","hsa-miR-30b-3p","PDE7B","0","0","0","0","1","0","0","0","1","1"
"MIRT472910","hsa","hsa","hsa-miR-30b-3p","MSN","0","0","0","0","1","0","0","0","1","1"
"MIRT473068","hsa","hsa","hsa-miR-30b-3p","MORN4","0","0","0","0","1","0","0","0","1","2"
"MIRT473988","hsa","hsa","hsa-miR-30b-3p","LRRC20","0","0","0","0","1","0","0","0","1","1"
"MIRT474517","hsa","hsa","hsa-miR-30b-3p","KLHDC8A","0","0","0","0","1","0","0","0","1","1"
"MIRT474542","hsa","hsa","hsa-miR-30b-3p","KLHDC3","0","0","0","0","1","0","0","0","1","1"
