"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT000018","hsa","hsa","hsa-miR-222-3p","STAT5A","1","1","1","0","0","0","1","0","4","2"
"MIRT000131","hsa","hsa","hsa-miR-222-3p","CDKN1B","1","1","1","1","1","0","1","0","6","26"
"MIRT000134","hsa","hsa","hsa-miR-222-3p","BCL2L11","0","0","0","0","1","0","1","0","2","3"
"MIRT000135","hsa","hsa","hsa-miR-222-3p","SOD2","1","1","1","1","0","0","1","0","5","1"
"MIRT000136","hsa","hsa","hsa-miR-222-3p","MMP1","1","1","1","1","0","0","1","0","5","1"
"MIRT000433","hsa","hsa","hsa-miR-222-3p","FOXO3","1","1","1","0","0","0","1","0","4","1"
"MIRT006377","hsa","hsa","hsa-miR-222-3p","DICER1","1","0","0","0","0","0","0","0","1","1"
"MIRT000719","hsa","hsa","hsa-miR-222-3p","CDKN1C","1","1","1","0","0","0","1","0","4","4"
"MIRT001779","hsa","hsa","hsa-miR-222-3p","KIT","1","1","1","1","0","0","1","0","5","9"
"MIRT002334","hsa","hsa","hsa-miR-222-3p","TMED7","0","1","1","0","0","0","1","0","3","8"
"MIRT006064","hsa","hsa","hsa-miR-222-3p","ETS1","1","1","1","1","1","0","0","0","5","4"
"MIRT003191","hsa","hsa","hsa-miR-222-3p","PPP2R2A","1","1","1","0","1","0","1","0","5","4"
"MIRT003451","hsa","hsa","hsa-miR-222-3p","TIMP3","1","1","1","0","0","0","0","0","3","5"
"MIRT006019","hsa","hsa","hsa-miR-222-3p","DIRAS3","1","1","1","0","0","0","0","0","3","1"
"MIRT003756","hsa","hsa","hsa-miR-222-3p","TNFSF10","0","1","0","0","0","0","1","0","2","1"
"MIRT004485","hsa","hsa","hsa-miR-222-3p","FOS","1","1","1","0","1","0","1","0","5","3"
"MIRT004595","hsa","hsa","hsa-miR-222-3p","ICAM1","1","0","0","0","0","0","0","0","1","2"
"MIRT005321","hsa","hsa","hsa-miR-222-3p","ESR1","1","1","1","0","0","0","1","0","4","2"
"MIRT005369","hsa","hsa","hsa-miR-222-3p","BBC3","1","1","1","0","0","0","1","0","4","4"
"MIRT005586","hsa","hsa","hsa-miR-222-3p","PTEN","1","1","1","1","0","0","1","0","5","6"
"MIRT005715","hsa","hsa","hsa-miR-222-3p","SELE","1","0","0","0","0","0","0","0","1","1"
"MIRT005786","hsa","hsa","hsa-miR-222-3p","TP53","0","1","0","0","1","0","0","0","2","2"
"MIRT005790","hsa","hsa","hsa-miR-222-3p","SSSCA1","1","1","1","0","0","0","0","0","3","1"
"MIRT005791","hsa","hsa","hsa-miR-222-3p","CORO1A","0","1","0","0","0","0","1","0","2","2"
"MIRT005792","hsa","hsa","hsa-miR-222-3p","TCEAL1","0","1","0","0","0","0","0","0","1","1"
"MIRT006728","hsa","hsa","hsa-miR-222-3p","RECK","1","1","1","0","0","0","0","0","3","2"
"MIRT006842","hsa","hsa","hsa-miR-222-3p","TRPS1","1","1","1","1","0","0","0","0","4","2"
"MIRT006918","hsa","hsa","hsa-miR-222-3p","CERS2","1","1","1","0","0","0","0","0","3","1"
"MIRT046572","hsa","hsa","hsa-miR-222-3p","IPP","0","0","0","0","1","0","0","0","1","1"
"MIRT046573","hsa","hsa","hsa-miR-222-3p","SLC25A36","0","0","0","0","1","0","0","0","1","2"
"MIRT046574","hsa","hsa","hsa-miR-222-3p","KITLG","0","0","0","0","1","0","0","0","1","1"
"MIRT046575","hsa","hsa","hsa-miR-222-3p","LYN","0","0","0","0","1","0","0","0","1","2"
"MIRT046576","hsa","hsa","hsa-miR-222-3p","TEX10","0","0","0","0","1","0","0","0","1","1"
"MIRT046577","hsa","hsa","hsa-miR-222-3p","MROH8","0","0","0","0","1","0","0","0","1","1"
"MIRT046578","hsa","hsa","hsa-miR-222-3p","ATP11B","0","0","0","0","1","0","0","0","1","1"
"MIRT046579","hsa","hsa","hsa-miR-222-3p","THOP1","0","0","0","0","1","0","0","0","1","1"
"MIRT046580","hsa","hsa","hsa-miR-222-3p","MDN1","0","0","0","0","1","0","0","0","1","1"
"MIRT046581","hsa","hsa","hsa-miR-222-3p","ZFYVE16","0","0","0","0","1","0","0","0","1","1"
"MIRT046582","hsa","hsa","hsa-miR-222-3p","HCFC1","0","0","0","0","1","0","0","0","1","1"
"MIRT046583","hsa","hsa","hsa-miR-222-3p","PRDX4","0","0","0","0","1","0","0","0","1","1"
"MIRT046584","hsa","hsa","hsa-miR-222-3p","TIMM50","0","0","0","0","1","0","0","0","1","1"
"MIRT046585","hsa","hsa","hsa-miR-222-3p","TCEB2","0","0","0","0","1","0","0","0","1","1"
"MIRT046586","hsa","hsa","hsa-miR-222-3p","TNRC6B","0","0","0","0","1","0","0","0","1","1"
"MIRT046587","hsa","hsa","hsa-miR-222-3p","PAN2","0","0","0","0","1","0","0","0","1","1"
"MIRT046588","hsa","hsa","hsa-miR-222-3p","FUBP1","0","0","0","0","1","0","0","0","1","1"
"MIRT046589","hsa","hsa","hsa-miR-222-3p","ACTB","0","0","0","0","1","0","0","0","1","1"
"MIRT046590","hsa","hsa","hsa-miR-222-3p","ZNF772","0","0","0","0","1","0","0","0","1","1"
"MIRT046591","hsa","hsa","hsa-miR-222-3p","DMWD","0","0","0","0","1","0","0","0","1","1"
"MIRT046592","hsa","hsa","hsa-miR-222-3p","RABL6","0","0","0","0","1","0","0","0","1","1"
"MIRT046593","hsa","hsa","hsa-miR-222-3p","NCKAP5L","0","0","0","0","1","0","0","0","1","1"
"MIRT046594","hsa","hsa","hsa-miR-222-3p","CDK18","0","0","0","0","1","0","0","0","1","1"
"MIRT046595","hsa","hsa","hsa-miR-222-3p","PPRC1","0","0","0","0","1","0","0","0","1","1"
"MIRT046596","hsa","hsa","hsa-miR-222-3p","TOM1","0","0","0","0","1","0","0","0","1","1"
"MIRT046597","hsa","hsa","hsa-miR-222-3p","HIST2H4B","0","0","0","0","1","0","0","0","1","1"
"MIRT046598","hsa","hsa","hsa-miR-222-3p","LGALS3BP","0","0","0","0","1","0","0","0","1","1"
"MIRT046599","hsa","hsa","hsa-miR-222-3p","IRS4","0","0","0","0","1","0","0","0","1","1"
"MIRT046600","hsa","hsa","hsa-miR-222-3p","RBM15B","0","0","0","0","1","0","0","0","1","1"
"MIRT046601","hsa","hsa","hsa-miR-222-3p","FAT1","0","0","0","0","1","0","0","0","1","1"
"MIRT046602","hsa","hsa","hsa-miR-222-3p","KIF3B","0","0","0","0","1","0","0","0","1","1"
"MIRT046603","hsa","hsa","hsa-miR-222-3p","IPO5","0","0","0","0","1","0","0","0","1","1"
"MIRT046604","hsa","hsa","hsa-miR-222-3p","GDI2","0","0","0","0","1","0","0","0","1","1"
"MIRT046605","hsa","hsa","hsa-miR-222-3p","HDLBP","0","0","0","0","1","0","0","0","1","1"
"MIRT046606","hsa","hsa","hsa-miR-222-3p","DAZAP1","0","0","0","0","1","0","0","0","1","1"
"MIRT046607","hsa","hsa","hsa-miR-222-3p","FAM53C","0","0","0","0","1","0","0","0","1","1"
"MIRT046608","hsa","hsa","hsa-miR-222-3p","COIL","0","0","0","0","1","0","0","0","1","1"
"MIRT046609","hsa","hsa","hsa-miR-222-3p","UBR7","0","0","0","0","1","0","0","0","1","1"
"MIRT046610","hsa","hsa","hsa-miR-222-3p","SAPCD2","0","0","0","0","1","0","0","0","1","1"
"MIRT046611","hsa","hsa","hsa-miR-222-3p","AUTS2","0","0","0","0","1","0","0","0","1","1"
"MIRT046612","hsa","hsa","hsa-miR-222-3p","DERA","0","0","0","0","1","0","0","0","1","1"
"MIRT046613","hsa","hsa","hsa-miR-222-3p","ISG20L2","0","0","0","0","1","0","0","0","1","1"
"MIRT046614","hsa","hsa","hsa-miR-222-3p","VCP","0","0","0","0","1","0","0","0","1","1"
"MIRT046615","hsa","hsa","hsa-miR-222-3p","UHRF2","0","0","0","0","1","0","0","0","1","1"
"MIRT046616","hsa","hsa","hsa-miR-222-3p","ATP7B","0","0","0","0","1","0","0","0","1","1"
"MIRT046617","hsa","hsa","hsa-miR-222-3p","MINK1","0","0","0","0","1","0","0","0","1","1"
"MIRT046618","hsa","hsa","hsa-miR-222-3p","KPNB1","0","0","0","0","1","0","0","0","1","1"
"MIRT046619","hsa","hsa","hsa-miR-222-3p","SERTAD4","0","0","0","0","1","0","0","0","1","1"
"MIRT046620","hsa","hsa","hsa-miR-222-3p","C11orf57","0","0","0","0","1","0","0","0","1","1"
"MIRT046621","hsa","hsa","hsa-miR-222-3p","PDXDC1","0","0","0","0","1","0","0","0","1","1"
"MIRT046622","hsa","hsa","hsa-miR-222-3p","FYTTD1","0","0","0","0","1","0","0","0","1","1"
"MIRT046623","hsa","hsa","hsa-miR-222-3p","SON","0","0","0","0","1","0","0","0","1","1"
"MIRT046624","hsa","hsa","hsa-miR-222-3p","RPS17","0","0","0","0","1","0","0","0","1","1"
"MIRT046625","hsa","hsa","hsa-miR-222-3p","HES1","0","0","0","0","1","0","0","0","1","1"
"MIRT046626","hsa","hsa","hsa-miR-222-3p","MGAT4B","0","0","0","0","1","0","0","0","1","1"
"MIRT046627","hsa","hsa","hsa-miR-222-3p","SMC6","0","0","0","0","1","0","0","0","1","1"
"MIRT046628","hsa","hsa","hsa-miR-222-3p","TMUB1","0","0","0","0","1","0","0","0","1","1"
"MIRT046629","hsa","hsa","hsa-miR-222-3p","ZW10","0","0","0","0","1","0","0","0","1","1"
"MIRT046630","hsa","hsa","hsa-miR-222-3p","BAG6","0","0","0","0","1","0","0","0","1","1"
