"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT006438","hsa","hsa","hsa-miR-296-5p","SCRIB","1","0","0","0","0","0","0","0","1","1"
"MIRT006572","hsa","hsa","hsa-miR-296-5p","IKBKE","1","0","0","0","0","0","0","0","1","1"
"MIRT004559","hsa","hsa","hsa-miR-296-5p","WNK4","1","1","1","0","0","0","1","0","4","1"
"MIRT004900","hsa","hsa","hsa-miR-296-5p","HGS","1","1","0","0","0","0","1","0","3","1"
"MIRT006683","hsa","hsa","hsa-miR-296-5p","BBC3","1","1","1","0","0","0","0","0","3","1"
"MIRT035568","hsa","hsa","hsa-miR-296-5p","CCND1","0","0","0","0","0","0","1","0","1","1"
"MIRT035569","hsa","hsa","hsa-miR-296-5p","ABCB1","0","0","0","0","0","0","1","0","1","1"
"MIRT035570","hsa","hsa","hsa-miR-296-5p","BAX","0","0","0","0","0","0","1","0","1","1"
"MIRT035571","hsa","hsa","hsa-miR-296-5p","CDKN1B","0","0","0","0","0","0","1","0","1","1"
"MIRT035572","hsa","hsa","hsa-miR-296-5p","BCL2","0","0","0","0","0","0","1","0","1","1"
"MIRT054157","hsa","hsa","hsa-miR-296-5p","CDX1","1","1","1","1","0","0","0","0","4","1"
"MIRT069026","hsa","hsa","hsa-miR-296-5p","KCTD12","0","0","0","0","1","0","0","0","1","2"
"MIRT132295","hsa","hsa","hsa-miR-296-5p","ARL8A","0","0","0","0","1","0","0","0","1","1"
"MIRT248249","hsa","hsa","hsa-miR-296-5p","SP1","0","0","0","0","1","0","0","0","1","1"
"MIRT256751","hsa","hsa","hsa-miR-296-5p","RNF44","0","0","0","0","1","0","0","0","1","1"
"MIRT272486","hsa","hsa","hsa-miR-296-5p","LUZP1","0","0","0","0","1","0","0","0","1","3"
"MIRT438126","vun","hsa","hsa-miR-296-5p","PIN1","1","0","0","0","0","0","0","0","1","1"
"MIRT438127","ptr","hsa","hsa-miR-296-5p","PIN1","1","0","0","0","0","0","0","0","1","1"
"MIRT438128","hsa","hsa","hsa-miR-296-5p","PIN1","1","0","0","0","0","0","0","0","1","1"
"MIRT453073","hsa","hsa","hsa-miR-296-5p","SUMF2","0","0","0","0","1","0","0","1","2","3"
"MIRT462501","hsa","hsa","hsa-miR-296-5p","MTFMT","0","0","0","0","1","0","0","0","1","4"
"MIRT472742","hsa","hsa","hsa-miR-296-5p","MTSS1L","0","0","0","0","1","0","0","0","1","1"
"MIRT478964","hsa","hsa","hsa-miR-296-5p","COPS7B","0","0","0","0","1","0","0","0","1","1"
"MIRT483565","hsa","hsa","hsa-miR-296-5p","SYT2","0","0","0","0","1","0","0","0","1","1"
"MIRT488230","hsa","hsa","hsa-miR-296-5p","DNLZ","0","0","0","0","1","0","0","0","1","1"
"MIRT488536","hsa","hsa","hsa-miR-296-5p","VAMP1","0","0","0","0","1","0","0","0","1","1"
"MIRT489962","hsa","hsa","hsa-miR-296-5p","GNB2","0","0","0","0","1","0","0","0","1","1"
"MIRT492184","hsa","hsa","hsa-miR-296-5p","SOX12","0","0","0","0","1","0","0","0","1","1"
"MIRT492320","hsa","hsa","hsa-miR-296-5p","SETD1B","0","0","0","0","1","0","0","0","1","1"
"MIRT492824","hsa","hsa","hsa-miR-296-5p","NXN","0","0","0","0","1","0","0","0","1","2"
"MIRT495391","hsa","hsa","hsa-miR-296-5p","VPS51","0","0","0","0","1","0","0","0","1","1"
"MIRT495876","hsa","hsa","hsa-miR-296-5p","DPY19L1","0","0","0","0","1","0","0","0","1","1"
"MIRT513599","hsa","hsa","hsa-miR-296-5p","VPS37B","0","0","0","0","1","0","0","0","1","1"
"MIRT528354","hsa","hsa","hsa-miR-296-5p","ZDHHC15","0","0","0","0","1","0","0","0","1","1"
"MIRT528710","hsa","hsa","hsa-miR-296-5p","S100A2","0","0","0","0","1","0","0","0","1","1"
"MIRT532729","hsa","hsa","hsa-miR-296-5p","POLR2E","0","0","0","0","1","0","0","0","1","1"
"MIRT533669","hsa","hsa","hsa-miR-296-5p","TMEM86A","0","0","0","0","1","0","0","0","1","1"
"MIRT533776","hsa","hsa","hsa-miR-296-5p","TMEM133","0","0","0","0","1","0","0","0","1","1"
"MIRT534257","hsa","hsa","hsa-miR-296-5p","SLC12A7","0","0","0","0","1","0","0","0","1","1"
